,0,1,2,3,4,5,6,7,8,9,y
104,55,0,0.8,0.2,225,14,23,6.1,3.3,1.2,1
105,63,1,0.5,0.1,170,21,28,5.5,2.5,0.8,0
106,36,1,5.3,2.3,145,32,92,5.1,2.6,1,1
107,36,1,5.3,2.3,145,32,92,5.1,2.6,1,1
108,36,1,0.8,0.2,158,29,39,6,2.2,0.5,1
109,36,1,0.8,0.2,158,29,39,6,2.2,0.5,1
110,36,1,0.9,0.1,486,25,34,5.9,2.8,0.9,1
111,24,0,0.7,0.2,188,11,10,5.5,2.3,0.71,1
112,48,1,3.2,1.6,257,33,116,5.7,2.2,0.62,0
113,27,1,1.2,0.4,179,63,39,6.1,3.3,1.1,1
114,74,1,0.6,0.1,272,24,98,5,2,0.6,0
115,50,1,5.8,3,661,181,285,5.7,2.3,0.67,1
116,50,1,7.3,3.6,1580,88,64,5.6,2.3,0.6,1
117,48,1,0.7,0.1,1630,74,149,5.3,2,0.6,0
118,32,1,12.7,6.2,194,2000,2946,5.7,3.3,1.3,0
119,32,1,15.9,7,280,1350,1600,5.6,2.8,1,0
120,32,1,18,8.2,298,1250,1050,5.4,2.6,0.9,0
121,32,1,23,11.3,300,482,275,7.1,3.5,0.9,0
122,32,1,22.7,10.2,290,322,113,6.6,2.8,0.7,0
123,58,1,1.7,0.8,188,60,84,5.9,3.5,1.4,1
124,64,0,0.8,0.2,178,17,18,6.3,3.1,0.9,0
125,28,1,0.6,0.1,177,36,29,6.9,4.1,1.4,1
126,60,1,1.8,0.5,201,45,25,3.9,1.7,0.7,1
127,48,1,5.8,2.5,802,133,88,6,2.8,0.8,0
128,64,1,3,1.4,248,46,40,6.5,3.2,0.9,0
129,58,0,1.7,0.8,1896,61,83,8,3.9,0.95,0
130,45,1,2.8,1.7,263,57,65,5.1,2.3,0.8,0
131,45,1,3.2,1.4,512,50,58,6,2.7,0.8,0
132,70,0,0.7,0.2,237,18,28,5.8,2.5,0.75,1
133,18,0,0.8,0.2,199,34,31,6.5,3.5,1.16,1
134,53,1,0.9,0.4,238,17,14,6.6,2.9,0.8,0
135,18,1,1.8,0.7,178,35,36,6.8,3.6,1.1,0
136,66,1,11.3,5.6,1110,1250,4929,7,2.4,0.5,0
137,46,0,4.7,2.2,310,62,90,6.4,2.5,0.6,0
138,18,1,0.8,0.2,282,72,140,5.5,2.5,0.8,0
139,18,1,0.8,0.2,282,72,140,5.5,2.5,0.8,0
140,15,1,0.8,0.2,380,25,66,6.1,3.7,1.5,0
141,60,1,0.6,0.1,186,20,21,6.2,3.3,1.1,1
142,66,0,4.2,2.1,159,15,30,7.1,2.2,0.4,0
143,30,1,1.6,0.4,332,84,139,5.6,2.7,0.9,0
144,30,1,1.6,0.4,332,84,139,5.6,2.7,0.9,0
145,45,0,3.5,1.5,189,63,87,5.6,2.9,1,0
146,65,1,0.8,0.2,201,18,22,5.4,2.9,1.1,1
147,66,0,2.9,1.3,168,21,38,5.5,1.8,0.4,0
148,65,1,0.7,0.1,392,20,30,5.3,2.8,1.1,0
149,50,1,0.9,0.2,202,20,26,7.2,4.5,1.66,0
150,60,1,0.8,0.2,286,21,27,7.1,4,1.2,0
151,56,1,1.1,0.5,180,30,42,6.9,3.8,1.2,1
152,50,1,1.6,0.8,218,18,20,5.9,2.9,0.96,0
153,46,0,0.8,0.2,182,20,40,6,2.9,0.9,0
154,52,1,0.6,0.1,178,26,27,6.5,3.6,1.2,1
155,34,1,5.9,2.5,290,45,233,5.6,2.7,0.9,0
156,34,1,8.7,4,298,58,138,5.8,2.4,0.7,0
157,32,1,0.9,0.3,462,70,82,6.2,3.1,1,0
158,72,1,0.7,0.1,196,20,35,5.8,2,0.5,0
159,72,1,0.7,0.1,196,20,35,5.8,2,0.5,0
160,50,1,1.2,0.4,282,36,32,7.2,3.9,1.1,0
161,60,1,11,4.9,750,140,350,5.5,2.1,0.6,0
162,60,1,11.5,5,1050,99,187,6.2,2.8,0.8,0
163,60,1,5.8,2.7,599,43,66,5.4,1.8,0.5,0
164,39,1,1.9,0.9,180,42,62,7.4,4.3,1.38,0
165,39,1,1.9,0.9,180,42,62,7.4,4.3,1.38,0
166,48,1,4.5,2.3,282,13,74,7,2.4,0.52,0
167,55,1,75,3.6,332,40,66,6.2,2.5,0.6,0
168,47,0,3,1.5,292,64,67,5.6,1.8,0.47,0
169,60,1,22.8,12.6,962,53,41,6.9,3.3,0.9,0
170,60,1,8.9,4,950,33,32,6.8,3.1,0.8,0
171,72,1,1.7,0.8,200,28,37,6.2,3,0.93,0
172,44,0,1.9,0.6,298,378,602,6.6,3.3,1,0
173,55,1,14.1,7.6,750,35,63,5,1.6,0.47,0
174,31,1,0.6,0.1,175,48,34,6,3.7,1.6,0
175,31,1,0.6,0.1,175,48,34,6,3.7,1.6,0
176,31,1,0.8,0.2,198,43,31,7.3,4,1.2,0
177,55,1,0.8,0.2,482,112,99,5.7,2.6,0.8,0
178,75,1,14.8,9,1020,71,42,5.3,2.2,0.7,0
179,75,1,10.6,5,562,37,29,5.1,1.8,0.5,0
180,75,1,8,4.6,386,30,25,5.5,1.8,0.48,0
181,75,1,2.8,1.3,250,23,29,2.7,0.9,0.5,0
182,75,1,2.9,1.3,218,33,37,3,1.5,1,0
183,65,1,1.9,0.8,170,36,43,3.8,1.4,0.58,1
184,40,1,0.6,0.1,171,20,17,5.4,2.5,0.8,0
185,64,1,1.1,0.4,201,18,19,6.9,4.1,1.4,0
186,38,1,1.5,0.4,298,60,103,6,3,1,1
187,60,1,3.2,1.8,750,79,145,7.8,3.2,0.69,0
188,60,1,2.1,1,191,114,247,4,1.6,0.6,0
189,60,1,1.9,0.8,614,42,38,4.5,1.8,0.6,0
190,48,0,0.8,0.2,218,32,28,5.2,2.5,0.9,1
191,60,1,6.3,3.2,314,118,114,6.6,3.7,1.27,0
192,60,1,5.8,3,257,107,104,6.6,3.5,1.12,0
193,60,1,2.3,0.6,272,79,51,6.6,3.5,1.1,0
194,49,1,1.3,0.4,206,30,25,6,3.1,1.06,1
195,49,1,2,0.6,209,48,32,5.7,3,1.1,1
196,60,1,2.4,1,1124,30,54,5.2,1.9,0.5,0
197,60,1,2,1.1,664,52,104,6,2.1,0.53,0
198,26,0,0.6,0.2,142,12,32,5.7,2.4,0.75,0
199,41,1,0.9,0.2,169,22,18,6.1,3,0.9,1
200,7,0,27.2,11.8,1420,790,1050,6.1,2,0.4,0
201,49,1,0.6,0.1,218,50,53,5,2.4,0.9,0
202,49,1,0.6,0.1,218,50,53,5,2.4,0.9,0
203,38,0,0.8,0.2,145,19,23,6.1,3.1,1.03,1
204,21,1,1,0.3,142,27,21,6.4,3.5,1.2,1
205,21,1,0.7,0.2,135,27,26,6.4,3.3,1,1
206,45,1,2.5,1.2,163,28,22,7.6,4,1.1,0
207,40,1,3.6,1.8,285,50,60,7,2.9,0.7,0
208,40,1,3.9,1.7,350,950,1500,6.7,3.8,1.3,0
209,70,0,0.9,0.3,220,53,95,6.1,2.8,0.68,0
210,28,1,0.8,0.3,190,20,14,4.1,2.4,1.4,0
211,42,1,2.7,1.3,219,60,180,7,3.2,0.8,0
212,22,1,2.7,1,160,82,127,5.5,3.1,1.2,1
213,8,0,0.9,0.2,401,25,58,7.5,3.4,0.8,0
214,38,1,1.7,1,180,18,34,7.2,3.6,1,0
215,66,1,0.6,0.2,100,17,148,5,3.3,1.9,1
216,55,1,0.9,0.2,116,36,16,6.2,3.2,1,1
217,49,1,1.1,0.5,159,30,31,7,4.3,1.5,0
218,6,1,0.6,0.1,289,38,30,4.8,2,0.7,1
219,37,1,0.8,0.2,125,41,39,6.4,3.4,1.1,0
220,37,1,0.8,0.2,147,27,46,5,2.5,1,0
221,47,1,0.9,0.2,192,38,24,7.3,4.3,1.4,0
222,47,1,0.9,0.2,265,40,28,8,4,1,0
223,50,1,1.1,0.3,175,20,19,7.1,4.5,1.7,1
224,70,1,1.7,0.5,400,56,44,5.7,3.1,1.1,0
225,26,1,0.6,0.2,120,45,51,7.9,4,1,0
226,26,1,1.3,0.4,173,38,62,8,4,1,0
227,68,0,0.7,0.2,186,18,15,6.4,3.8,1.4,0
228,65,0,1,0.3,202,26,13,5.3,2.6,0.9,1
229,46,1,0.6,0.2,290,26,21,6,3,1,0
230,61,1,1.5,0.6,196,61,85,6.7,3.8,1.3,1
231,61,1,0.8,0.1,282,85,231,8.5,4.3,1,0
232,50,1,2.7,1.6,157,149,156,7.9,3.1,0.6,0
233,33,1,2,1.4,2110,48,89,6.2,3,0.9,0
234,40,0,0.9,0.2,285,32,27,7.7,3.5,0.8,0
235,60,1,1.5,0.6,360,230,298,4.5,2,0.8,0
236,22,1,0.8,0.2,300,57,40,7.9,3.8,0.9,1
237,35,0,0.9,0.3,158,20,16,8,4,1,0
238,35,0,0.9,0.2,190,40,35,7.3,4.7,1.8,1
239,40,1,0.9,0.3,196,69,48,6.8,3.1,0.8,0
240,48,1,0.7,0.2,165,32,30,8,4,1,1
241,29,0,0.8,0.2,205,30,23,8.2,4.1,1,0
242,28,0,0.9,0.2,316,25,23,8.5,5.5,1.8,0
243,54,1,0.8,0.2,218,20,19,6.3,2.5,0.6,0
244,54,1,0.9,0.2,290,15,18,6.1,2.8,0.8,0
245,55,1,1.8,9,272,22,79,6.1,2.7,0.7,0
246,55,1,0.9,0.2,190,25,28,5.9,2.7,0.8,0
247,40,1,0.7,0.1,202,37,29,5,2.6,1,0
248,33,1,1.2,0.3,498,28,25,7,3,0.7,0
249,33,1,2.1,1.3,480,38,22,6.5,3,0.8,0
250,33,1,0.9,0.8,680,37,40,5.9,2.6,0.8,0
251,65,1,1.1,0.3,258,48,40,7,3.9,1.2,1
252,38,0,0.7,0.1,152,90,21,7.1,4.2,1.4,1
253,38,1,1.7,0.7,859,89,48,6,3,1,0
254,50,1,0.9,0.3,901,23,17,6.2,3.5,1.2,0
255,44,1,0.8,0.2,335,148,86,5.6,3,1.1,0
256,36,1,0.8,0.2,182,31,34,6.4,3.8,1.4,1
257,42,1,30.5,14.2,285,65,130,5.2,2.1,0.6,0
258,42,1,16.4,8.9,245,56,87,5.4,2,0.5,0
259,33,1,1.5,7,505,205,140,7.5,3.9,1,0
260,18,1,0.8,0.2,228,55,54,6.9,4,1.3,0
261,38,0,0.8,0.2,185,25,21,7,3,0.7,0
262,38,1,0.8,0.2,247,55,92,7.4,4.3,1.38,1
263,4,1,0.9,0.2,348,30,34,8,4,1,1
264,62,1,1.2,0.4,195,38,54,6.3,3.8,1.5,0
265,43,0,0.9,0.3,140,12,29,7.4,3.5,1.8,0
266,40,1,14.5,6.4,358,50,75,5.7,2.1,0.5,0
267,26,1,0.6,0.1,110,15,20,2.8,1.6,1.3,0
268,37,1,0.7,0.2,235,96,54,9.5,4.9,1,0
269,4,1,0.8,0.2,460,152,231,6.5,3.2,0.9,1
270,21,1,18.5,9.5,380,390,500,8.2,4.1,1,0
271,30,1,0.7,0.2,262,15,18,9.6,4.7,1.2,0
272,33,1,1.8,0.8,196,25,22,8,4,1,0
273,26,1,1.9,0.8,180,22,19,8.2,4.1,1,1
274,35,1,0.9,0.2,190,25,20,6.4,3.6,1.2,1
275,60,1,2,0.8,190,45,40,6,2.8,0.8,0
276,45,1,2.2,0.8,209,25,20,8,4,1,0
277,48,0,1,1.4,144,18,14,8.3,4.2,1,0
278,58,1,0.8,0.2,123,56,48,6,3,1,0
279,50,1,0.7,0.2,192,18,15,7.4,4.2,1.3,1
280,50,1,0.7,0.2,188,12,14,7,3.4,0.9,0
281,18,1,1.3,0.7,316,10,21,6,2.1,0.5,1
282,18,1,0.9,0.3,300,30,48,8,4,1,0
283,13,1,1.5,0.5,575,29,24,7.9,3.9,0.9,0
284,34,0,0.8,0.2,192,15,12,8.6,4.7,1.2,0
285,43,1,1.3,0.6,155,15,20,8,4,1,1
286,50,0,1,0.5,239,16,39,7.5,3.7,0.9,0
287,57,1,4.5,2.3,315,120,105,7,4,1.3,0
288,45,0,1,0.3,250,48,44,8.6,4.3,1,0
289,60,1,0.7,0.2,174,32,14,7.8,4.2,1.1,1
290,45,1,0.6,0.2,245,22,24,7.1,3.4,0.9,0
291,23,1,1.1,0.5,191,37,41,7.7,4.3,1.2,1
292,22,1,2.4,1,340,25,21,8.3,4.5,1.1,0
293,22,1,0.6,0.2,202,78,41,8,3.9,0.9,0
294,74,0,0.9,0.3,234,16,19,7.9,4,1,0
295,25,0,0.9,0.3,159,24,25,6.9,4.4,1.7,1
296,31,0,1.1,0.3,190,26,15,7.9,3.8,0.9,0
297,24,0,0.9,0.2,195,40,35,7.4,4.1,1.2,1
298,58,1,0.8,0.2,180,32,25,8.2,4.4,1.1,1
299,51,0,0.9,0.2,280,21,30,6.7,3.2,0.8,0
300,50,0,1.7,0.6,430,28,32,6.8,3.5,1,0
301,50,1,0.7,0.2,206,18,17,8.4,4.2,1,1
302,55,0,0.8,0.2,155,21,17,6.9,3.8,1.4,0
303,54,0,1.4,0.7,195,36,16,7.9,3.7,0.9,1
304,48,1,1.6,1,588,74,113,7.3,2.4,0.4,0
305,30,1,0.8,0.2,174,21,47,4.6,2.3,1,0
306,45,0,0.8,0.2,165,22,18,8.2,4.1,1,0
307,48,0,1.1,0.7,527,178,250,8,4.2,1.1,0
308,51,1,0.8,0.2,175,48,22,8.1,4.6,1.3,0
309,54,0,23.2,12.6,574,43,47,7.2,3.5,0.9,0
310,30,0,0.8,0.2,158,25,22,7.9,4.5,1.3,1
311,26,1,2,0.9,195,24,65,7.8,4.3,1.2,0
312,22,1,0.9,0.3,179,18,21,6.7,3.7,1.2,1
313,44,1,0.9,0.2,182,29,82,7.1,3.7,1,1
314,35,1,0.7,0.2,198,42,30,6.8,3.4,1,0
315,38,1,3.7,2.2,216,179,232,7.8,4.5,1.3,0
316,14,1,0.9,0.3,310,21,16,8.1,4.2,1,1
317,30,0,0.7,0.2,63,31,27,5.8,3.4,1.4,0
318,30,0,0.8,0.2,198,30,58,5.2,2.8,1.1,0
319,36,1,1.7,0.5,205,36,34,7.1,3.9,1.2,0
320,12,1,0.8,0.2,302,47,67,6.7,3.5,1.1,1
321,60,1,2.6,1.2,171,42,37,5.4,2.7,1,0
322,42,1,0.8,0.2,158,27,23,6.7,3.1,0.8,1
323,36,0,1.2,0.4,358,160,90,8.3,4.4,1.1,1
324,24,1,3.3,1.6,174,11,33,7.6,3.9,1,1
325,43,1,0.8,0.2,192,29,20,6,2.9,0.9,1
326,21,1,0.7,0.2,211,14,23,7.3,4.1,1.2,1
327,26,1,2,0.9,157,54,68,6.1,2.7,0.8,0
328,26,1,1.7,0.6,210,62,56,5.4,2.2,0.6,0
329,26,1,7.1,3.3,258,80,113,6.2,2.9,0.8,0
330,36,0,0.7,0.2,152,21,25,5.9,3.1,1.1,1
331,13,0,0.7,0.2,350,17,24,7.4,4,1.1,0
332,13,0,0.7,0.1,182,24,19,8.9,4.9,1.2,0
333,75,1,6.7,3.6,458,198,143,6.2,3.2,1,0
334,75,1,2.5,1.2,375,85,68,6.4,2.9,0.8,0
335,75,1,1.8,0.8,405,79,50,6.1,2.9,0.9,0
336,75,1,1.4,0.4,215,50,30,5.9,2.6,0.7,0
337,75,1,0.9,0.2,206,44,33,6.2,2.9,0.8,0
338,36,0,0.8,0.2,650,70,138,6.6,3.1,0.8,0
339,35,1,0.8,0.2,198,36,32,7,4,1.3,1
340,70,1,3.1,1.6,198,40,28,5.6,2,0.5,0
341,37,1,0.8,0.2,195,60,40,8.2,5,1.5,1
342,60,1,2.9,1.3,230,32,44,5.6,2,0.5,0
343,46,1,0.6,0.2,115,14,11,6.9,3.4,0.9,0
344,38,1,0.7,0.2,216,349,105,7,3.5,1,0
345,70,1,1.3,0.4,358,19,14,6.1,2.8,0.8,0
346,49,0,0.8,0.2,158,19,15,6.6,3.6,1.2,1
347,37,1,1.8,0.8,145,62,58,5.7,2.9,1,0
348,37,1,1.3,0.4,195,41,38,5.3,2.1,0.6,0
349,26,0,0.7,0.2,144,36,33,8.2,4.3,1.1,0
350,48,0,1.4,0.8,621,110,176,7.2,3.9,1.1,0
351,48,0,0.8,0.2,150,25,23,7.5,3.9,1,0
352,19,1,1.4,0.8,178,13,26,8,4.6,1.3,1
353,33,1,0.7,0.2,256,21,30,8.5,3.9,0.8,0
354,33,1,2.1,0.7,205,50,38,6.8,3,0.7,0
355,37,1,0.7,0.2,176,28,34,5.6,2.6,0.8,0
356,69,0,0.8,0.2,146,42,70,8.4,4.9,1.4,1
357,24,1,0.7,0.2,218,47,26,6.6,3.3,1,0
358,65,0,0.7,0.2,182,23,28,6.8,2.9,0.7,1
359,55,1,1.1,0.3,215,21,15,6.2,2.9,0.8,1
360,42,0,0.9,0.2,165,26,29,8.5,4.4,1,1
361,21,1,0.8,0.2,183,33,57,6.8,3.5,1,1
362,40,1,0.7,0.2,176,28,43,5.3,2.4,0.8,1
363,16,1,0.7,0.2,418,28,35,7.2,4.1,1.3,1
364,60,1,2.2,1,271,45,52,6.1,2.9,0.9,1
365,42,0,0.8,0.2,182,22,20,7.2,3.9,1.1,0
366,58,0,0.8,0.2,130,24,25,7,4,1.3,0
367,54,0,22.6,11.4,558,30,37,7.8,3.4,0.8,0
368,33,1,0.8,0.2,135,30,29,7.2,4.4,1.5,1
369,48,1,0.7,0.2,326,29,17,8.7,5.5,1.7,0
370,25,0,0.7,0.1,140,32,25,7.6,4.3,1.3,1
371,56,0,0.7,0.1,145,26,23,7,4,1.3,1
372,47,1,3.5,1.6,206,32,31,6.8,3.4,1,0
373,33,1,0.7,0.1,168,35,33,7,3.7,1.1,0
374,20,0,0.6,0.2,202,12,13,6.1,3,0.9,1
375,50,0,0.7,0.1,192,20,41,7.3,3.3,0.8,0
376,72,1,0.7,0.2,185,16,22,7.3,3.7,1,1
377,50,1,1.7,0.8,331,36,53,7.3,3.4,0.9,0
378,39,1,0.6,0.2,188,28,43,8.1,3.3,0.6,0
379,58,0,0.7,0.1,172,27,22,6.7,3.2,0.9,0
380,60,0,1.4,0.7,159,10,12,4.9,2.5,1,1
381,34,1,3.7,2.1,490,115,91,6.5,2.8,0.7,0
382,50,1,0.8,0.2,152,29,30,7.4,4.1,1.3,0
383,38,1,2.7,1.4,105,25,21,7.5,4.2,1.2,1
384,51,1,0.8,0.2,160,34,20,6.9,3.7,1.1,0
385,46,1,0.8,0.2,160,31,40,7.3,3.8,1.1,0
386,72,1,0.6,0.1,102,31,35,6.3,3.2,1,0
387,72,1,0.8,0.2,148,23,35,6,3,1,0
388,75,1,0.9,0.2,162,25,20,6.9,3.7,1.1,0
389,41,1,7.5,4.3,149,94,92,6.3,3.1,0.9,0
390,41,1,2.7,1.3,580,142,68,8,4,1,0
391,48,0,1,0.3,310,37,56,5.9,2.5,0.7,0
392,45,1,0.8,0.2,140,24,20,6.3,3.2,1,1
393,74,1,1,0.3,175,30,32,6.4,3.4,1.1,0
394,78,1,1,0.3,152,28,70,6.3,3.1,0.9,0
395,38,1,0.8,0.2,208,25,50,7.1,3.7,1,0
396,27,1,1,0.2,205,137,145,6,3,1,0
397,66,0,0.7,0.2,162,24,20,6.4,3.2,1,1
398,50,1,7.3,3.7,92,44,236,6.8,1.6,0.3,0
399,42,0,0.5,0.1,162,155,108,8.1,4,0.9,0
400,65,1,0.7,0.2,199,19,22,6.3,3.6,1.3,1
401,22,1,0.8,0.2,198,20,26,6.8,3.9,1.3,0
402,31,0,0.8,0.2,215,15,21,7.6,4,1.1,0
403,45,1,0.7,0.2,180,18,58,6.7,3.7,1.2,1
404,12,1,1,0.2,719,157,108,7.2,3.7,1,0
405,48,1,2.4,1.1,554,141,73,7.5,3.6,0.9,0
406,48,1,5,2.6,555,284,190,6.5,3.3,1,0
407,18,1,1.4,0.6,215,440,850,5,1.9,0.6,0
408,23,0,2.3,0.8,509,28,44,6.9,2.9,0.7,1
409,65,1,4.9,2.7,190,33,71,7.1,2.9,0.7,0
410,48,1,0.7,0.2,208,15,30,4.6,2.1,0.8,1
411,65,1,1.4,0.6,260,28,24,5.2,2.2,0.7,1
412,70,1,1.3,0.3,690,93,40,3.6,2.7,0.7,0
413,70,1,0.6,0.1,862,76,180,6.3,2.7,0.75,0
414,11,1,0.7,0.1,592,26,29,7.1,4.2,1.4,1
415,50,1,4.2,2.3,450,69,50,7,3,0.7,0
416,55,0,8.2,3.9,1350,52,65,6.7,2.9,0.7,0
417,55,0,10.9,5.1,1350,48,57,6.4,2.3,0.5,0
418,26,1,1,0.3,163,48,71,7.1,3.7,1,1
419,41,1,1.2,0.5,246,34,42,6.9,3.4,0.97,0
420,53,1,1.6,0.9,178,44,59,6.5,3.9,1.5,1
421,32,0,0.7,0.1,240,12,15,7,3,0.7,0
422,58,1,0.4,0.1,100,59,126,4.3,2.5,1.4,0
423,45,1,1.3,0.6,166,49,42,5.6,2.5,0.8,1
424,65,1,0.9,0.2,170,33,66,7,3,0.75,0
425,52,0,0.6,0.1,194,10,12,6.9,3.3,0.9,1
426,73,1,1.9,0.7,1750,102,141,5.5,2,0.5,0
