,0,1,2,3,4,5,6,7,8,9,y
582,1,0,1,1,1,0,1,1,0,1,0
583,0,0,1,0,0,0,1,0,1,0,0
584,0,1,1,1,1,0,1,1,1,1,0
585,0,0,1,0,1,0,0,1,0,1,0
586,1,0,1,1,1,1,1,0,1,1,0
587,1,0,0,1,1,0,0,1,0,1,0
588,0,0,1,0,0,0,1,1,1,1,0
589,1,1,0,0,0,1,0,0,1,0,1
590,1,0,1,0,1,0,0,1,0,1,0
591,1,0,1,0,0,0,0,1,0,0,1
592,0,1,1,0,0,1,1,0,0,0,0
593,0,0,0,0,1,0,0,1,0,0,1
594,0,1,1,1,1,1,0,1,0,0,0
595,0,0,0,0,1,0,1,0,0,0,1
596,0,1,1,1,1,1,1,1,1,1,0
597,1,1,0,0,0,1,1,0,0,1,1
598,0,0,0,1,0,0,1,0,1,0,0
599,1,1,0,0,0,1,0,0,0,0,1
600,1,1,0,1,1,1,1,1,0,1,0
601,1,0,1,1,0,0,1,1,1,0,0
602,0,1,0,1,0,1,0,1,1,0,0
603,0,0,0,0,1,0,1,1,0,1,0
604,1,0,1,1,1,0,1,0,0,0,0
605,0,0,1,0,0,1,1,1,0,0,0
606,1,1,1,0,1,0,1,1,0,0,0
607,0,0,0,1,0,0,0,1,1,1,0
608,0,0,0,0,1,1,1,1,1,1,0
609,1,1,0,0,1,1,0,1,0,1,0
610,0,1,0,0,1,0,1,0,0,1,1
611,0,1,0,0,0,0,0,1,1,1,1
612,1,0,1,0,1,0,0,1,0,0,0
613,0,1,1,0,0,1,0,1,1,0,0
614,0,1,0,1,0,1,1,1,0,0,0
615,1,0,0,0,0,0,1,1,0,1,1
616,1,1,0,1,1,0,0,0,1,0,0
617,0,0,1,1,0,0,1,0,0,1,0
618,1,1,1,0,1,1,0,0,0,0,0
619,0,1,0,1,0,0,1,1,0,0,0
620,1,1,0,0,1,0,1,0,0,1,1
621,1,1,1,1,0,0,1,0,0,0,0
622,0,0,0,1,0,0,0,0,1,1,1
623,1,1,1,0,0,1,0,1,1,1,0
624,1,0,0,1,0,1,1,0,1,1,0
625,1,0,1,0,1,1,0,0,1,1,0
626,0,1,0,1,1,1,0,1,0,1,0
627,1,0,1,0,1,1,1,0,1,1,0
628,1,0,1,0,0,0,0,1,0,1,1
629,1,1,0,0,0,0,1,1,0,1,1
630,1,1,1,0,0,0,1,1,1,0,0
631,1,0,0,1,0,1,0,0,0,1,1
632,0,0,0,0,1,0,0,1,1,1,0
633,0,0,0,0,1,1,1,0,1,1,0
634,1,1,1,1,1,0,0,1,0,1,0
635,0,1,1,0,0,1,1,0,0,1,0
636,0,0,1,0,1,0,0,0,0,1,1
637,1,1,0,1,1,1,1,0,0,0,0
638,0,1,1,0,0,0,1,1,0,1,0
639,1,0,1,1,1,0,1,1,1,1,0
640,1,0,1,0,1,0,0,1,1,0,0
641,0,0,0,1,1,0,0,1,0,0,0
642,1,0,1,1,1,1,0,1,1,0,0
643,1,0,1,0,0,0,1,1,0,1,0
644,0,1,1,0,1,0,0,0,0,0,1
645,0,1,1,1,0,1,0,1,1,1,0
646,0,1,0,1,0,1,0,0,0,0,1
647,0,1,1,0,1,1,0,1,1,0,0
648,0,0,1,1,1,1,0,1,1,1,0
649,1,0,0,1,0,0,0,0,1,0,1
650,0,0,0,1,1,1,0,0,0,0,0
651,0,1,0,0,0,0,1,0,1,1,1
652,1,1,1,1,1,1,1,1,0,1,0
653,1,1,1,0,0,1,1,0,1,0,0
654,1,1,0,1,0,0,0,0,0,1,1
655,0,1,1,0,1,1,1,1,1,0,0
656,1,0,0,0,0,1,1,0,1,0,0
657,1,0,0,0,0,1,1,1,0,1,0
658,1,1,1,0,0,1,1,1,0,0,0
659,1,1,0,1,1,0,0,1,0,1,0
660,1,0,0,0,1,1,0,1,1,0,0
661,1,1,0,1,1,0,1,0,1,1,0
662,1,0,0,1,0,0,0,1,0,0,1
663,0,0,0,1,0,1,0,1,0,0,0
664,0,0,1,1,1,0,1,1,0,1,0
665,0,0,1,1,1,1,0,0,0,1,0
666,0,0,1,1,0,1,0,0,1,1,0
667,1,0,1,0,0,1,1,1,0,0,0
668,1,1,1,0,0,0,1,0,1,1,0
669,0,1,1,0,0,1,1,1,0,1,0
670,1,0,1,1,0,1,1,0,1,1,0
671,1,1,1,1,1,1,0,1,1,1,0
672,0,1,1,1,0,0,1,0,0,0,0
673,0,1,0,0,1,1,0,0,0,1,1
674,0,1,1,0,0,0,1,1,1,1,0
675,1,0,1,1,1,1,0,0,1,1,0
676,1,1,0,1,0,0,1,0,0,1,1
677,0,0,1,0,1,1,1,1,1,0,0
678,1,0,0,0,0,0,0,0,0,0,1
679,0,0,1,0,0,1,1,0,0,1,0
680,0,1,1,0,1,1,1,1,0,1,0
681,1,1,0,0,0,1,1,1,0,1,0
682,1,1,1,0,0,0,1,1,0,1,0
683,0,0,1,0,0,1,0,0,0,0,1
684,1,1,0,0,0,1,0,0,0,1,1
685,1,0,0,0,0,0,0,1,0,1,1
686,1,1,1,0,1,1,1,0,1,0,0
687,0,0,0,1,0,0,0,0,0,0,1
688,0,1,1,1,0,0,1,1,0,0,0
689,1,1,0,0,1,0,0,0,0,1,1
690,0,1,1,0,1,1,0,1,0,0,0
691,0,1,0,0,1,0,0,0,0,0,1
692,0,1,1,1,1,1,0,1,1,0,0
693,1,0,1,1,1,0,1,0,1,0,0
694,0,1,0,0,1,0,0,0,1,0,1
695,1,0,1,1,1,1,1,0,0,0,0
696,0,1,1,1,1,0,0,1,0,1,0
697,1,1,1,0,1,0,1,1,1,1,0
698,0,0,0,1,1,0,0,1,0,1,0
699,0,0,0,0,0,0,1,1,1,1,0
700,1,1,1,1,0,0,0,0,0,0,1
701,1,0,0,1,1,0,1,0,1,0,0
702,0,0,1,1,1,1,1,0,1,0,0
703,0,1,0,0,1,1,0,0,1,1,0
704,0,0,1,1,0,0,0,0,1,1,0
705,0,1,1,1,1,0,0,0,1,1,0
706,1,1,1,1,1,1,1,0,0,1,0
707,0,1,1,0,1,1,0,1,0,1,0
708,0,1,1,1,0,1,1,1,0,0,0
709,0,1,1,1,1,0,1,1,0,1,0
710,1,1,1,1,1,0,1,0,0,1,0
711,1,1,0,0,0,1,1,0,1,1,0
712,1,0,1,0,0,0,1,0,0,0,1
713,1,0,1,1,1,0,0,1,1,0,0
714,1,0,1,0,0,0,1,0,0,1,1
715,1,1,0,1,1,1,1,0,0,1,0
716,0,0,1,0,0,0,1,0,1,1,0
717,0,1,0,1,1,1,1,1,1,0,0
718,1,0,1,1,0,1,0,1,0,0,0
719,1,0,1,0,1,0,0,0,1,1,0
720,1,1,0,1,0,1,1,0,1,1,0
721,0,0,1,1,1,1,0,1,0,0,0
722,1,0,1,1,0,1,1,0,1,0,0
723,0,0,1,0,0,1,0,0,0,1,1
724,1,0,0,1,0,1,0,1,1,1,0
725,1,0,1,1,1,0,0,1,1,1,0
726,1,0,0,0,0,1,0,1,1,1,0
727,1,0,0,0,0,1,1,1,0,0,0
728,0,1,1,0,1,1,1,0,1,0,0
729,1,1,1,0,1,0,1,0,0,1,0
730,1,1,1,1,1,1,0,0,1,0,0
731,0,1,0,1,1,0,1,0,1,0,0
732,1,0,1,1,1,0,0,0,0,0,0
733,0,0,0,1,1,1,0,1,1,0,0
734,1,1,0,1,1,1,1,0,1,1,0
735,1,0,1,1,0,0,1,0,1,1,0
736,1,1,1,0,0,0,0,0,1,1,1
737,1,0,0,1,0,1,0,0,1,1,0
738,1,0,0,1,1,1,0,0,0,0,0
739,0,0,1,1,0,1,0,0,0,1,0
740,1,1,1,1,0,1,0,1,0,0,0
741,0,0,0,0,1,1,0,0,1,0,0
742,1,1,0,1,1,1,1,1,0,0,0
743,0,1,1,0,1,0,1,0,0,0,0
744,1,1,0,0,1,1,1,0,0,0,0
745,1,1,0,1,0,1,1,1,0,1,0
746,0,0,1,0,1,1,0,1,0,1,0
747,1,0,0,0,1,0,1,0,1,1,0
748,0,0,0,0,0,0,0,1,1,0,1
749,1,0,0,0,1,1,1,1,0,0,0
750,1,1,1,1,0,1,1,0,1,1,0
751,1,0,1,0,1,0,1,1,1,0,0
752,1,1,0,0,0,1,0,1,1,1,0
753,0,0,0,0,1,0,1,1,1,0,0
754,0,0,1,0,0,0,0,0,0,1,1
755,0,1,0,0,0,0,0,0,1,1,1
756,1,0,0,0,1,1,0,0,0,0,1
757,1,1,1,0,0,0,0,1,1,1,0
758,0,1,1,1,0,1,1,0,0,1,0
759,0,0,0,0,0,1,0,0,1,1,1
760,0,1,1,1,0,1,0,1,0,1,0
761,1,1,1,1,1,0,1,0,1,1,0
762,1,0,0,0,1,0,0,1,1,0,0
763,0,0,0,0,0,1,1,0,1,1,0
764,1,0,1,0,0,1,1,1,0,1,0
765,0,0,1,0,0,0,0,0,1,1,1
766,0,0,1,0,1,1,0,1,1,0,0
767,0,0,0,0,0,0,0,0,0,1,1
768,1,0,0,1,0,0,0,0,1,1,1
769,1,1,0,1,1,0,1,0,1,0,0
770,0,0,0,0,0,1,0,1,1,1,0
771,0,0,0,0,0,0,0,0,0,0,1
772,0,1,0,0,1,1,1,1,1,1,0
773,1,0,0,1,1,0,0,0,1,1,0
774,1,1,0,1,1,1,0,1,0,0,0
775,0,0,1,0,1,1,0,1,0,0,0
776,0,1,0,0,0,1,1,0,1,1,0
777,0,0,0,1,0,0,0,0,1,0,1
778,1,1,1,1,0,0,1,1,1,0,0
779,0,1,1,0,0,1,0,0,1,0,0
780,0,0,1,1,0,0,0,0,1,0,0
781,0,1,0,0,0,0,1,0,0,0,1
782,0,1,0,0,0,0,0,1,1,0,1
783,1,0,0,1,0,0,1,1,1,1,0
784,0,0,1,0,1,1,0,1,1,1,0
785,0,1,1,0,1,0,1,0,1,0,0
786,0,0,0,0,0,1,1,1,1,0,0
787,1,1,0,0,1,1,1,1,1,0,0
788,1,0,0,1,0,0,1,0,1,1,0
789,0,1,0,0,0,0,1,1,0,1,1
790,1,0,0,0,0,0,1,1,0,0,1
791,0,1,1,1,1,0,0,1,0,0,0
792,0,0,0,0,1,0,1,0,0,1,1
793,0,0,1,1,1,1,1,1,1,1,0
794,0,0,0,1,0,1,1,0,1,0,0
795,1,0,0,1,0,1,0,1,1,0,0
796,1,0,0,0,1,0,1,0,1,0,0
797,1,0,0,1,1,1,1,0,1,0,0
798,1,1,1,0,0,0,0,1,1,0,0
799,0,0,0,1,1,0,0,1,1,1,0
800,0,1,1,1,0,0,1,0,0,1,0
801,1,0,0,0,0,1,1,1,1,0,0
802,1,0,0,0,0,1,0,0,0,1,1
803,1,0,0,0,1,0,1,0,0,0,1
804,1,1,0,0,0,0,1,1,1,1,0
805,1,0,0,1,0,0,1,0,0,1,1
806,0,1,0,1,1,1,0,0,0,1,0
807,0,0,0,1,1,1,0,1,1,1,0
808,0,0,1,0,0,1,0,0,1,1,0
809,1,0,0,0,0,0,0,0,1,0,1
810,1,0,0,1,0,0,0,0,0,0,1
811,0,1,1,0,0,0,1,0,1,0,0
812,1,0,0,0,1,0,0,1,1,1,0
813,1,1,0,0,0,0,0,1,0,0,1
814,0,1,1,0,1,0,0,1,0,1,0
815,0,1,0,1,0,1,0,1,1,1,0
816,0,0,0,1,0,1,0,1,1,0,0
817,1,0,0,0,0,1,1,0,0,0,1
818,0,0,1,1,1,0,0,0,0,1,0
819,1,1,1,0,0,0,1,1,1,1,0
820,0,0,0,0,1,0,0,0,1,0,1
821,0,0,1,1,0,0,0,1,1,1,0
822,1,1,1,1,0,1,1,1,1,0,0
823,0,0,1,1,0,1,1,1,0,1,0
824,0,1,0,1,1,1,0,0,1,0,0
825,1,1,1,0,0,0,0,0,0,1,1
826,0,0,1,0,1,0,1,1,0,0,0
827,1,1,0,0,0,1,0,1,0,1,1
828,1,1,0,1,0,0,1,1,1,1,0
829,1,0,0,1,1,1,0,1,1,0,0
830,0,0,1,0,0,1,0,1,0,1,0
831,1,0,1,1,1,0,0,1,0,1,0
832,0,0,1,0,0,1,0,1,0,0,0
833,1,1,1,0,0,1,0,0,0,0,1
834,1,1,0,0,0,0,0,0,0,1,1
835,0,1,1,1,1,1,0,1,0,1,0
836,1,0,1,0,1,1,0,1,0,1,0
837,1,1,1,1,0,1,1,1,0,0,0
838,1,1,0,1,0,0,0,0,1,1,1
839,1,1,0,1,1,1,0,0,1,1,0
840,0,1,1,0,0,0,1,0,1,1,0
841,0,0,1,1,0,0,0,0,0,1,1
842,0,1,0,0,1,1,0,0,0,0,1
843,1,1,0,1,0,0,1,0,1,1,0
844,1,1,0,0,1,1,0,1,1,1,0
845,1,0,1,0,1,0,0,1,1,1,0
846,1,0,0,1,1,0,1,0,0,0,0
847,1,0,0,1,0,0,0,1,1,0,0
848,0,1,0,1,0,0,0,0,0,1,1
849,0,0,1,0,1,1,1,1,1,1,0
850,1,1,0,1,1,1,0,0,0,1,0
851,0,1,1,1,0,0,1,1,0,1,0
852,1,0,0,1,1,0,1,1,1,1,0
853,1,0,0,1,1,1,0,1,1,1,0
854,1,1,0,1,0,1,1,1,1,0,0
855,1,0,0,0,1,0,1,1,1,0,0
856,1,1,0,0,1,1,0,1,0,0,0
857,0,1,1,1,1,1,0,0,0,1,0
858,1,0,1,0,1,0,0,0,0,1,1
859,0,1,1,0,0,0,0,1,1,0,0
860,0,1,1,1,1,0,1,1,1,0,0
861,0,0,0,0,0,0,0,1,0,0,1
862,1,0,1,1,1,0,0,0,1,1,0
863,1,1,1,0,0,1,0,1,1,0,0
864,0,0,1,0,1,0,0,0,1,1,0
865,0,1,0,1,1,0,0,0,0,1,1
866,0,1,0,0,1,0,1,0,1,1,0
867,1,0,1,0,1,1,0,1,1,0,0
868,1,1,1,0,1,1,0,0,1,0,0
869,0,1,1,0,0,1,1,1,0,0,0
870,1,0,1,0,1,1,1,1,1,0,0
871,0,1,1,1,1,1,0,0,1,0,0
872,1,1,0,0,0,0,0,1,0,1,1
873,0,0,0,1,0,1,1,0,0,1,0
874,0,1,0,1,0,0,0,0,1,1,1
875,0,1,1,1,1,1,0,0,1,1,0
876,0,0,0,0,1,0,0,1,0,1,1
877,1,0,1,0,1,1,0,0,0,0,0
878,1,1,1,0,0,1,0,1,0,1,0
879,1,0,1,1,1,0,0,0,0,1,0
880,1,0,1,0,1,1,0,1,1,1,0
881,1,1,0,0,1,0,0,1,1,1,0
882,1,0,0,1,0,0,1,0,0,0,1
883,0,1,0,0,0,1,0,0,0,0,1
884,0,1,1,0,0,0,0,1,0,1,1
885,0,0,0,0,1,0,0,1,1,0,0
886,0,0,0,0,1,1,1,0,0,0,0
887,0,1,0,0,0,0,1,0,0,1,1
888,1,1,1,0,1,0,1,1,0,1,0
889,1,1,1,1,0,1,1,0,1,0,0
890,1,1,0,1,0,1,0,0,1,0,0
891,0,0,0,1,0,0,1,1,1,1,0
892,0,1,1,1,0,0,0,0,1,0,0
893,0,0,1,1,0,0,0,1,1,0,0
894,0,0,0,0,0,1,0,0,0,0,1
895,1,1,1,0,0,0,1,1,0,0,0
896,1,1,0,0,0,1,1,0,0,0,1
897,0,0,0,1,0,0,1,1,0,1,0
898,0,0,1,1,1,0,1,0,1,1,0
899,1,1,0,1,1,0,0,1,1,0,0
900,0,1,0,1,1,1,0,1,0,0,0
901,0,1,1,0,1,1,0,0,0,0,0
902,1,0,0,0,1,1,1,0,1,0,0
903,1,1,0,0,0,0,1,0,0,0,1
904,1,1,0,0,0,0,0,1,1,1,1
905,0,0,0,0,1,0,1,0,1,1,0
906,0,1,0,0,0,0,0,0,0,1,1
907,0,1,1,1,0,0,0,0,1,1,0
908,1,0,0,1,0,0,1,0,1,0,0
909,0,1,0,1,0,0,1,1,1,1,0
910,0,1,0,0,1,0,1,1,1,0,0
911,0,1,1,0,1,1,0,1,1,1,0
912,0,0,1,1,0,1,1,1,0,0,0
913,0,1,0,0,0,1,1,1,1,0,0
914,1,0,0,0,0,0,0,0,0,1,1
915,0,0,1,1,1,0,0,1,0,1,0
916,1,1,1,1,1,1,0,1,0,0,0
917,0,0,1,0,0,1,1,0,1,1,0
918,1,1,1,0,0,1,0,0,0,1,1
919,1,1,1,0,0,0,1,0,0,0,1
920,1,1,0,1,0,1,0,1,0,1,0
921,0,1,0,1,0,1,0,1,0,1,0
922,1,1,0,1,0,0,0,1,1,1,0
923,1,0,0,1,1,0,0,1,1,1,0
924,1,0,1,1,1,0,1,0,1,1,0
925,1,1,0,1,0,1,1,0,0,1,0
926,0,0,0,1,0,0,1,0,1,1,0
927,0,1,1,1,1,0,1,0,0,0,0
928,0,1,0,0,0,1,1,0,0,0,1
929,0,0,0,0,0,0,1,1,0,1,1
930,1,1,1,0,0,1,1,1,1,1,0
931,1,0,0,0,0,1,0,0,0,0,1
932,0,0,0,1,1,0,0,0,1,0,0
933,1,0,1,0,1,0,1,0,1,0,0
934,0,0,1,1,1,0,0,0,1,0,0
935,1,1,1,0,0,0,0,1,0,1,1
936,1,1,0,1,1,0,0,0,0,1,1
937,0,0,0,0,1,1,0,1,1,0,0
938,1,0,1,1,0,1,1,1,0,1,0
939,0,1,1,0,1,0,1,1,1,1,0
940,0,1,0,0,0,1,1,0,0,1,1
941,0,1,1,1,0,0,0,0,0,0,1
942,0,1,0,1,0,1,0,0,0,1,1
943,1,1,1,1,1,0,0,0,0,1,0
944,0,1,0,1,0,1,0,0,1,1,0
945,0,1,0,0,1,0,1,0,1,0,0
946,1,1,0,1,0,0,0,1,0,1,1
947,1,0,0,0,1,1,0,0,1,0,0
948,1,1,0,1,0,0,0,0,0,0,1
949,0,0,1,0,1,1,0,0,0,1,0
950,0,0,0,0,0,0,0,0,1,0,1
951,0,1,0,1,0,1,1,1,0,1,0
952,0,0,0,0,1,1,0,0,1,1,0
953,0,1,0,1,1,0,1,1,0,0,0
954,1,1,1,1,1,1,1,0,1,1,0
955,0,1,1,0,0,1,0,0,1,1,0
956,1,1,0,0,1,0,0,0,0,0,1
957,0,0,0,0,0,1,0,1,0,1,1
958,1,1,0,0,1,1,0,0,0,0,1
959,1,1,0,1,1,0,0,0,1,1,0
960,1,0,1,1,0,0,0,1,1,1,0
961,0,1,0,1,0,1,1,0,1,0,0
962,0,1,0,1,0,0,1,1,0,1,0
963,0,0,1,0,1,1,0,0,0,0,0
964,0,1,1,0,0,1,1,1,1,1,0
965,0,1,1,1,1,0,1,0,1,1,0
966,1,0,1,1,0,1,0,1,1,0,0
967,1,1,0,1,0,1,0,0,1,1,0
968,0,1,1,0,1,1,1,0,1,1,0
969,1,0,1,1,0,1,0,1,0,1,0
970,0,0,0,1,1,1,1,1,0,0,0
971,1,1,0,0,1,0,1,0,1,0,0
972,1,0,0,1,0,1,1,0,0,1,0
973,1,1,1,0,1,1,1,1,0,1,0
974,0,0,0,1,0,0,1,1,0,0,0
975,0,0,0,0,0,0,1,0,0,0,1
976,1,0,1,0,0,1,0,0,0,1,1
977,1,1,1,1,1,0,0,1,0,0,0
978,1,1,0,1,0,0,1,0,0,0,1
979,0,1,1,1,1,1,1,1,0,0,0
980,0,1,1,1,1,0,1,0,1,0,0
981,1,1,1,1,0,0,1,0,1,1,0
982,0,0,1,1,1,0,0,1,0,0,0
983,1,1,1,1,1,1,0,0,0,0,0
984,0,1,0,1,0,1,0,1,0,0,0
985,1,0,0,1,0,0,0,1,0,1,1
986,0,0,0,1,0,1,0,0,0,1,1
987,0,0,0,0,0,0,1,0,1,1,1
988,0,1,0,1,1,0,0,1,1,1,0
989,0,0,1,1,1,1,0,0,0,0,0
990,1,0,0,1,1,0,1,0,0,1,0
991,1,1,0,1,1,0,1,1,1,0,0
992,0,1,0,1,0,0,0,0,1,0,1
993,0,0,0,0,0,0,0,1,1,1,1
994,1,1,0,0,1,1,0,0,1,1,0
995,0,1,1,0,1,0,0,1,1,1,0
996,0,1,0,0,0,1,0,0,1,1,1
997,1,0,0,0,0,1,0,1,1,0,0
998,1,0,0,1,1,1,1,0,1,1,0
999,0,0,1,0,0,0,1,1,0,0,0
1000,0,0,1,0,1,1,0,0,1,0,0
1001,0,1,1,1,1,1,1,0,0,0,0
1002,1,1,0,0,1,0,0,1,0,0,1
1003,0,1,0,1,0,1,1,0,0,0,0
1004,0,0,1,1,0,1,1,0,1,1,0
1005,0,1,1,0,0,1,0,0,0,1,1
1006,1,1,1,0,1,0,0,0,0,1,1
1007,1,0,0,0,1,1,1,0,0,1,0
1008,1,0,0,0,1,0,1,1,1,1,0
1009,0,1,0,0,1,1,1,1,0,0,0
1010,1,0,0,0,0,0,0,1,1,0,1
1011,0,0,0,1,1,0,0,0,1,1,0
1012,0,1,1,1,0,1,0,0,0,0,0
1013,0,1,0,1,0,0,0,1,0,0,1
1014,0,0,1,0,0,1,1,0,0,0,0
1015,0,1,1,1,0,1,0,0,1,1,0
1016,1,0,1,1,1,1,0,1,0,0,0
1017,0,1,1,0,1,0,1,1,0,0,0
1018,0,0,1,1,0,1,0,1,1,1,0
1019,0,0,1,1,0,1,1,0,0,0,0
1020,0,1,1,1,1,1,0,1,1,1,0
1021,0,1,1,1,0,1,0,0,0,1,0
1022,1,0,0,1,1,0,1,1,0,1,0
1023,0,0,0,1,1,0,1,0,0,1,0
1024,1,1,0,0,1,1,1,0,0,1,0
1025,0,0,0,1,1,1,1,0,1,1,0
1026,1,0,0,1,1,1,1,0,0,0,0
1027,0,1,0,0,0,0,1,1,1,1,0
1028,1,1,1,1,0,0,0,1,1,0,0
1029,0,0,1,0,0,1,0,1,1,0,0
1030,0,0,0,1,1,1,1,1,1,1,0
1031,1,0,1,1,0,1,0,0,0,1,0
1032,1,0,1,1,1,0,1,1,1,0,0
1033,1,1,1,1,0,1,0,1,1,0,0
1034,1,1,1,1,1,1,1,1,0,0,0
1035,0,1,0,1,0,0,0,1,0,1,1
1036,1,0,0,0,0,1,1,0,1,1,0
1037,0,0,0,0,1,0,0,0,0,0,1
1038,0,1,0,1,0,0,0,1,1,0,0
1039,1,0,0,0,0,1,1,1,1,1,0
1040,0,1,0,1,1,1,0,1,1,1,0
1041,1,0,1,0,0,1,1,0,1,0,0
1042,1,0,0,0,0,1,0,0,1,0,1
1043,0,0,0,0,0,0,1,0,1,0,1
1044,0,0,1,1,0,1,0,1,0,0,0
1045,1,1,1,0,0,0,0,0,1,0,1
1046,0,1,0,1,0,0,0,0,0,0,1
1047,0,1,0,1,0,0,1,1,1,0,0
1048,1,0,0,0,1,1,0,0,0,1,1
1049,0,0,1,0,0,0,1,0,0,1,1
1050,0,0,0,1,1,1,0,0,1,0,0
1051,1,0,1,1,1,0,1,1,0,0,0
1052,1,0,1,0,1,1,0,0,1,0,0
1053,1,0,1,1,0,1,0,0,1,1,0
1054,1,0,0,1,0,0,0,0,0,1,1
1055,0,1,1,0,1,1,1,0,0,0,0
1056,0,1,1,1,1,1,0,0,0,0,0
1057,1,0,1,0,0,0,0,0,0,0,1
1058,0,1,0,1,0,0,0,1,1,1,0
1059,1,0,1,0,0,0,0,1,1,1,0
1060,1,0,1,0,1,0,1,0,1,1,0
1061,1,0,0,1,0,1,1,0,1,0,0
1062,1,1,1,1,1,1,1,1,1,1,0
1063,0,1,0,0,0,1,0,0,0,1,1
1064,0,0,1,1,1,0,1,0,1,0,0
1065,0,0,1,1,0,0,1,0,1,1,0
1066,1,1,1,1,1,0,0,0,1,0,0
1067,0,1,1,0,1,1,0,0,0,1,0
1068,1,1,1,1,1,0,0,1,1,1,0
1069,0,1,1,0,1,0,0,1,1,0,0
1070,0,0,1,1,0,1,1,0,0,1,0
1071,1,0,0,1,1,1,1,1,0,0,0
1072,0,0,0,1,1,0,1,1,0,1,0
1073,0,0,1,0,0,1,1,1,0,1,0
1074,1,0,1,1,1,1,1,1,0,1,0
1075,1,1,0,0,0,0,1,1,0,0,1
1076,1,1,1,0,0,0,1,0,1,0,0
1077,0,1,0,1,0,1,1,1,1,1,0
1078,0,0,1,0,0,1,0,1,1,1,0
1079,0,1,0,0,0,0,0,0,1,0,1
1080,1,0,1,0,0,1,1,0,0,0,0
1081,0,0,1,1,1,0,0,1,1,0,0
1082,0,1,1,0,1,1,0,0,1,1,0
1083,0,0,1,0,0,0,1,1,1,0,0
1084,1,0,1,1,0,0,0,1,0,1,0
1085,0,0,0,1,1,1,0,0,1,1,0
1086,1,1,0,0,0,0,1,0,1,0,1
1087,1,1,0,0,0,1,0,0,1,1,1
1088,1,1,0,1,1,1,0,0,0,0,0
1089,1,1,0,0,1,1,1,1,0,1,0
1090,0,0,0,1,1,1,1,1,0,1,0
1091,0,0,1,0,1,0,1,0,1,1,0
1092,0,1,1,0,0,1,1,0,1,0,0
1093,1,1,0,1,0,1,1,0,0,0,0
1094,1,0,1,0,0,0,1,1,0,0,0
1095,0,0,0,0,1,1,0,1,0,0,0
1096,1,0,0,0,0,0,1,0,1,1,1
1097,1,0,0,0,0,0,1,1,1,1,0
1098,1,1,1,1,0,0,0,0,1,0,0
1099,1,1,1,1,1,0,1,1,1,1,0
1100,1,1,1,1,1,0,1,1,1,0,0
1101,1,0,0,0,1,1,0,1,1,1,0
1102,1,1,1,0,0,1,1,0,1,1,0
1103,1,1,1,0,1,1,1,1,1,0,0
1104,0,1,1,1,0,1,1,1,0,1,0
1105,0,0,0,0,0,1,1,0,0,0,1
1106,0,0,0,0,0,0,1,1,0,0,1
1107,0,1,0,0,0,0,1,0,1,0,1
1108,1,0,1,0,1,0,0,0,1,0,0
1109,0,0,0,1,0,1,1,1,1,1,0
1110,0,0,0,0,0,0,0,0,1,1,1
1111,0,1,0,0,1,1,0,0,1,0,0
1112,1,0,1,0,1,1,0,1,0,0,0
1113,0,0,1,1,0,1,0,0,0,0,0
1114,1,0,1,1,1,1,1,1,0,0,0
1115,0,0,0,0,1,0,1,0,1,0,0
1116,0,0,0,0,1,1,0,1,1,1,0
1117,1,0,0,0,1,0,1,0,0,1,1
1118,0,0,0,1,0,1,0,0,1,0,0
1119,1,1,0,0,0,0,0,0,1,1,1
1120,0,0,0,1,0,0,0,0,0,1,1
1121,1,0,0,1,1,0,0,0,0,0,1
1122,1,1,0,0,1,0,1,1,0,1,0
1123,0,1,0,0,1,1,0,1,0,1,0
1124,0,0,0,1,0,0,1,0,0,0,1
1125,0,0,1,1,0,1,0,0,1,0,0
1126,1,0,0,1,0,1,0,1,0,0,0
1127,0,0,0,0,1,1,0,0,0,1,1
1128,0,0,0,1,1,1,1,0,1,0,0
1129,1,1,1,1,0,0,1,1,0,0,0
1130,0,1,0,0,0,1,1,0,1,0,0
1131,0,0,1,1,0,1,0,1,1,0,0
1132,0,1,0,0,1,0,0,1,0,0,1
1133,0,0,0,1,0,0,0,1,0,1,1
1134,1,1,1,0,0,1,0,1,0,0,0
1135,0,1,1,0,1,0,0,0,1,0,0
1136,0,1,0,0,1,0,1,1,0,0,0
1137,1,0,1,1,0,0,0,0,0,1,1
1138,1,0,1,0,1,0,1,1,0,1,0
1139,1,0,1,1,0,0,0,0,1,1,0
1140,0,1,0,0,0,0,0,0,0,0,1
1141,1,1,1,1,1,0,1,1,0,1,0
1142,1,0,1,1,0,1,1,0,0,1,0
1143,0,1,1,1,1,1,1,1,0,1,0
1144,0,1,0,1,0,1,1,0,1,1,0
1145,1,0,0,0,0,0,0,1,1,1,1
1146,1,0,1,0,0,1,1,1,1,1,0
1147,1,1,0,0,0,1,1,0,1,0,0
1148,0,0,0,1,1,1,1,0,0,1,0
1149,1,0,0,0,1,1,0,0,1,1,0
1150,0,0,1,1,0,0,0,0,0,0,1
1151,0,1,1,1,0,1,1,0,1,1,0
1152,0,0,1,0,1,0,1,1,1,1,0
1153,0,1,0,1,0,1,1,1,1,0,0
1154,1,1,0,0,1,0,1,1,1,0,0
1155,1,0,0,1,1,1,1,1,1,0,0
1156,1,0,0,1,0,0,1,1,0,1,0
