,Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc,y
63,0.51,0.54,0.6,0.57,0.5,0,0.58,0.22,0
64,0.54,0.52,0.63,0.37,0.5,0,0.46,0.22,0
65,0.28,0.58,0.21,0.13,0.5,0,0.51,0.22,1
66,0.39,0.44,0.35,0.16,0.5,0,0.55,0.22,1
67,0.8,0.63,0.45,0.29,0.5,0,0.51,0.22,0
68,0.5,0.52,0.59,0.3,0.5,0,0.51,0.35,0
69,0.36,0.46,0.62,0.46,0.5,0,0.51,0.33,0
70,0.46,0.38,0.47,0.22,0.5,0,0.52,0.27,0
71,0.4,0.45,0.56,0.2,0.5,0,0.45,0.22,0
72,0.49,0.61,0.49,0.25,0.5,0,0.5,0.28,0
73,0.38,0.5,0.37,0.26,0.5,0,0.43,0.22,1
74,0.69,0.7,0.52,0.36,0.5,0,0.46,0.22,0
75,0.78,0.75,0.4,0.28,0.5,0,0.53,0.22,0
76,0.64,0.57,0.57,0.27,0.5,0,0.37,0.22,0
77,0.36,0.58,0.35,0.24,0.5,0,0.44,0.22,1
78,0.36,0.43,0.39,0.12,0.5,0,0.49,0.22,1
79,0.47,0.52,0.5,0.4,0.5,0,0.41,0.22,0
80,0.48,0.23,0.57,0.27,0.5,0,0.48,0.47,0
81,0.47,0.39,0.55,0.24,0.5,0,0.47,0.22,0
82,0.44,0.59,0.36,0.16,0.5,0,0.52,0.22,1
83,0.3,0.56,0.55,0.18,0.5,0,0.5,0.22,0
84,0.65,0.65,0.52,0.16,0.5,0,0.6,0.22,0
85,0.27,0.6,0.48,0.23,0.5,0,0.55,0.22,0
86,0.45,0.41,0.5,0.46,0.5,0.5,0.5,0.27,0
87,0.44,0.52,0.41,0.23,0.5,0,0.51,0.22,0
88,0.3,0.32,0.57,0.19,0.5,0,0.48,0.55,0
89,0.4,0.44,0.49,0.47,0.5,0,0.49,0.27,0
90,0.45,0.51,0.5,0.16,0.5,0,0.52,1,0
91,0.45,0.45,0.5,0.6,0.5,0,0.49,0.22,0
92,0.59,0.67,0.56,0.41,0.5,0,0.47,0.22,0
93,0.47,0.47,0.57,0.48,0.5,0,0.48,0.22,0
94,0.35,0.52,0.48,0.22,0.5,0,0.26,0.22,0
95,0.47,0.41,0.66,0.26,0.5,0,0.53,0.22,0
96,0.64,0.62,0.29,0.28,0.5,0,0.51,0.22,0
97,0.59,0.6,0.49,0.43,0.5,0,0.53,0.31,0
98,0.54,0.55,0.34,0.31,0.5,0,0.54,0.22,1
99,0.58,0.62,0.54,0.17,0.5,0,0.48,0.22,0
100,0.4,0.38,0.53,0.16,0.5,0,0.52,0.27,0
101,0.46,0.71,0.48,0.53,0.5,0,0.53,0.22,0
102,0.53,0.51,0.55,0.05,0.5,0,0.45,0.25,0
103,0.41,0.4,0.59,0.47,0.5,0,0.48,0.43,0
104,0.5,0.64,0.57,0.15,0.5,0,0.47,0.22,0
105,0.4,0.62,0.52,0.31,0.5,0,0.49,0.31,0
106,0.6,0.5,0.57,0.25,0.5,0,0.41,0.26,0
107,0.62,0.51,0.52,0.42,0.5,0,0.54,0.27,0
108,0.34,0.54,0.5,0.21,0.5,0,0.54,0.31,0
109,0.39,0.58,0.5,0.26,0.5,0,0.54,0.59,1
110,0.29,0.32,0.58,0.15,0.5,0,0.5,0.3,0
111,0.47,0.32,0.64,0.3,0.5,0,0.63,0.22,0
112,0.39,0.47,0.56,0.16,0.5,0,0.47,0.22,0
113,0.58,0.48,0.51,0.47,0.5,0,0.55,0.22,0
114,0.64,0.6,0.57,0.19,0.5,0,0.43,0.22,0
115,0.37,0.46,0.4,0.27,0.5,0,0.45,0.22,0
116,0.43,0.57,0.53,0.16,0.5,0,0.54,0.22,0
117,0.28,0.37,0.61,0.09,0.5,0,0.52,0.55,0
118,0.59,0.48,0.5,0.14,0.5,0,0.45,0.25,0
119,0.39,0.55,0.48,0.31,0.5,0,0.54,0.29,0
120,0.26,0.36,0.47,0.34,0.5,0,0.53,0.72,0
121,0.51,0.34,0.5,0.19,0.5,0,0.5,0.22,0
122,0.58,0.5,0.5,0.12,0.5,0,0.48,0.25,0
123,0.44,0.39,0.53,0.14,0.5,0,0.54,0.44,0
124,0.41,0.39,0.44,0.34,0.5,0,0.48,0.4,0
125,0.45,0.43,0.51,0.24,0.5,0,0.54,0.33,0
126,0.36,0.68,0.46,0.16,0.5,0,0.53,0.28,0
127,0.42,0.31,0.5,0.15,0.5,0,0.53,0.22,0
128,0.67,0.71,0.52,0.65,0.5,0,0.53,0.36,0
129,0.4,0.42,0.71,0.21,0.5,0,0.54,0.32,0
130,0.54,0.49,0.49,0.2,0.5,0,0.52,0.22,0
131,0.57,0.51,0.53,0.18,0.5,0,0.56,0.25,0
132,0.35,0.45,0.43,0.11,0.5,0,0.56,0.22,1
133,0.42,0.42,0.42,0.2,0.5,0,0.49,0.22,1
134,0.26,0.5,0.33,0.28,0.5,0,0.51,0.22,1
135,0.39,0.42,0.38,0.4,0.5,0,0.49,0.47,1
136,0.26,0.44,0.3,0.11,0.5,0,0.51,0.47,1
137,0.31,0.44,0.53,0.23,0.5,0,0.51,0.32,0
138,0.48,0.61,0.44,0.2,0.5,0,0.47,0.22,0
139,0.66,0.45,0.5,0.23,0.5,0,0.49,0.22,0
140,0.21,0.41,0.55,0.11,0.5,0,0.5,0.27,0
141,0.38,0.68,0.44,0.45,0.5,0,0.53,0.22,0
142,0.44,0.38,0.48,0.32,0.5,0.83,0.53,0.22,0
143,0.31,0.31,0.56,0.33,0.5,0,0.52,0.33,0
144,0.49,0.31,0.49,0.35,0.5,0,0.51,0.29,0
145,0.38,0.37,0.56,0.21,0.5,0,0.49,0.22,0
146,0.39,0.4,0.53,0.67,0.5,0,0.47,0.22,0
147,0.24,0.34,0.69,0.18,0.5,0,0.52,0.22,0
148,0.49,0.43,0.51,0.13,0.5,0,0.47,0.22,0
149,0.54,0.38,0.52,0.18,0.5,0,0.48,0.22,0
150,0.43,0.57,0.53,0.53,0.5,0,0.53,0.25,0
151,0.31,0.55,0.52,0.17,0.5,0,0.52,0.22,0
152,0.32,0.42,0.52,0.24,0.5,0,0.6,0.22,0
153,0.37,0.42,0.51,0.11,0.5,0,0.57,0.22,0
154,0.75,0.7,0.38,0.27,0.5,0,0.49,0.22,0
155,0.44,0.42,0.6,0.21,0.5,0,0.57,0.22,0
156,0.52,0.51,0.51,0.54,0.5,0,0.55,0.27,0
157,0.63,0.56,0.45,0.58,0.5,0,0.51,0.22,0
158,0.72,0.62,0.34,0.29,0.5,0,0.56,0.28,0
159,0.72,0.61,0.37,0.3,0.5,0,0.57,0.22,0
160,0.57,0.57,0.44,0.37,0.5,0,0.52,0.25,0
161,0.42,0.58,0.41,0.65,0.5,0,0.46,0.26,0
162,0.59,0.61,0.34,0.22,0.5,0,0.51,0.22,0
163,0.52,0.77,0.38,0.34,0.5,0,0.51,0.22,0
164,0.5,0.52,0.6,0.51,0.5,0,0.48,0.22,0
165,0.49,0.6,0.43,0.56,0.5,0,0.36,0.22,0
166,0.5,0.41,0.44,0.5,0.5,0,0.42,0.22,0
167,0.5,0.4,0.56,0.7,0.5,0,0.5,0.22,0
168,0.37,0.58,0.44,0.51,0.5,0,0.44,0.22,0
169,0.55,0.45,0.45,0.54,0.5,0,0.5,0.22,0
170,0.67,0.68,0.46,0.29,0.5,0,0.46,0.22,0
171,0.53,0.51,0.46,0.28,0.5,0,0.48,0.22,0
172,0.47,0.46,0.59,0.49,0.5,0,0.56,0.22,0
173,0.73,0.83,0.43,0.3,0.5,0,0.55,0.22,0
174,0.7,0.65,0.54,0.28,0.5,0,0.6,0.4,0
175,0.47,0.54,0.37,0.14,0.5,0,0.5,0.22,1
176,0.56,0.52,0.48,0.17,0.5,0,0.46,0.22,0
177,0.56,0.41,0.58,0.21,0.5,0,0.42,0.22,0
178,0.58,0.56,0.45,0.12,0.5,0,0.51,0.22,0
179,0.53,0.38,0.66,0.25,0.5,0,0.43,0.22,0
180,0.34,0.36,0.54,0.11,0.5,0,0.36,0.21,0
181,0.69,0.61,0.38,0.27,0.5,0,0.52,0.22,0
182,0.37,0.53,0.6,0.19,0.5,0.5,0.42,0.22,0
183,0.41,0.45,0.53,0.17,0.5,0,0.51,0.25,0
184,0.31,0.46,0.54,0.52,0.5,0,0.5,0.34,0
185,0.36,0.37,0.33,0.14,0.5,0,0.57,0.31,1
186,0.82,0.78,0.49,0.23,0.5,0,0.46,0.22,0
187,0.82,0.75,0.54,0.23,0.5,0,0.46,0.22,0
188,0.41,0.51,0.58,0.15,0.5,0,0.45,0.27,0
189,0.53,0.44,0.51,0.33,0.5,0,0.52,0.22,0
190,0.46,0.54,0.71,0.15,0.5,0,0.59,0.22,0
191,0.53,0.53,0.6,0.13,0.5,0,0.49,0.22,0
192,0.42,0.57,0.72,0.22,0.5,0,0.57,0.22,0
193,0.2,0.26,0.52,0.14,0.5,0,0.53,0.44,0
194,0.51,0.53,0.55,0.14,0.5,0,0.51,0.22,0
195,0.44,0.68,0.45,0.51,0.5,0,0.52,0.41,0
196,0.27,0.39,0.66,0.11,0.5,0,0.44,0.22,0
197,0.55,0.42,0.34,0.3,0.5,0,0.52,0.22,1
198,0.34,0.42,0.3,0.23,0.5,0,0.53,0.22,1
199,0.44,0.53,0.52,0.23,0.5,0.83,0.51,0.22,0
200,0.59,0.58,0.56,0.21,0.5,0,0.54,0.33,0
201,0.39,0.28,0.46,0.12,0.5,0,0.41,0.22,0
202,0.56,0.43,0.54,0.16,0.5,0,0.5,0.22,0
203,0.35,0.4,0.59,0.22,0.5,0,0.47,0.37,0
204,0.42,0.32,0.5,0.21,0.5,0,0.51,0.22,0
205,0.55,0.54,0.56,0.22,0.5,0,0.5,0.37,0
206,0.8,0.46,0.5,0.15,0.5,0,0.53,0.22,0
207,0.6,0.56,0.47,0.2,0.5,0,0.5,0.38,0
208,0.47,0.65,0.54,0.62,0.5,0,0.53,0.36,0
209,0.43,0.39,0.54,0.14,0.5,0,0.47,0.22,0
210,0.53,0.61,0.52,0.21,0.5,0,0.55,0.3,0
211,0.54,0.42,0.41,0.16,0.5,0,0.52,0.22,0
212,0.46,0.35,0.53,0.16,0.5,0,0.51,0.29,0
213,0.51,0.55,0.35,0.16,0.5,0,0.51,0.47,1
214,0.56,0.52,0.55,0.19,0.5,0,0.54,0.22,0
215,0.37,0.53,0.46,0.23,0.5,0,0.47,0.22,0
216,0.83,0.58,0.33,0.04,0.5,0,0.53,0.22,0
217,0.39,0.45,0.53,0.18,0.5,0,0.54,0.22,0
218,0.52,0.54,0.5,0.21,0.5,0,0.48,0.3,0
219,0.35,0.39,0.57,0.11,0.5,0,0.48,0.22,0
220,0.36,0.49,0.3,0.22,0.5,0,0.52,0.31,1
221,0.78,0.7,0.32,0.23,0.5,0,0.53,0.22,0
222,0.55,0.46,0.53,0.11,0.5,0,0.52,0.48,0
223,0.45,0.56,0.53,0.32,0.5,0,0.57,0.22,0
224,0.29,0.43,0.4,0.15,0.5,0,0.53,0.22,1
225,0.52,0.75,0.37,0.14,0.5,0,0.46,0.22,1
226,0.58,0.6,0.43,0.12,0.5,0,0.55,0.22,1
227,0.54,0.65,0.49,0.34,0.5,0,0.52,0.22,0
228,0.57,0.59,0.44,0.16,0.5,0,0.52,0.22,0
229,0.59,0.58,0.46,0.19,0.5,0,0.56,0.27,0
230,0.92,0.61,0.4,0.22,0.5,0,0.54,0.22,0
231,0.55,0.56,0.45,0.14,0.5,0,0.54,0.22,0
232,0.36,0.46,0.43,0.19,0.5,0,0.48,0.22,1
233,0.34,0.38,0.45,0.19,0.5,0,0.51,0.22,0
234,0.62,0.58,0.46,0.13,0.5,0,0.53,0.22,0
235,0.53,0.68,0.42,0.19,0.5,0,0.53,0.22,1
236,0.73,0.55,0.41,0.16,0.5,0,0.46,0.22,0
237,0.55,0.46,0.46,0.31,0.5,0,0.58,0.48,0
238,0.35,0.6,0.47,0.13,0.5,0,0.52,0.43,0
239,0.77,0.87,0.47,0.37,0.5,0,0.48,0.22,0
240,0.35,0.46,0.49,0.15,1,0,0.55,0.35,0
241,0.43,0.51,0.48,0.14,0.5,0,0.5,0.22,0
242,0.57,0.61,0.45,0.26,0.5,0,0.5,0.22,0
243,0.63,0.62,0.42,0.12,0.5,0,0.52,0.25,0
244,0.25,0.4,0.51,0.18,0.5,0,0.5,0.27,0
245,0.56,0.62,0.53,0.24,0.5,0,0.57,0.22,0
246,0.58,0.6,0.51,0.24,0.5,0,0.53,0.22,0
247,0.71,0.59,0.53,0.15,0.5,0,0.49,0.33,0
248,0.46,0.35,0.33,0.17,0.5,0,0.55,0.22,1
249,0.54,0.55,0.42,0.22,0.5,0,0.48,0.22,1
250,0.39,0.44,0.28,0.12,0.5,0,0.46,0.27,1
251,0.33,0.44,0.49,0.08,0.5,0,0.48,0.49,0
252,0.46,0.48,0.44,0.21,0.5,0,0.55,0.22,0
253,0.35,0.36,0.57,0.17,0.5,0,0.52,0.22,0
254,0.54,0.57,0.52,0.19,0.5,0,0.59,0.67,0
255,0.42,0.52,0.4,0.17,0.5,0,0.5,0.26,1
256,0.91,0.77,0.34,0.47,0.5,0,0.52,0.31,0
257,0.81,0.9,0.39,0.41,0.5,0,0.53,0.22,0
258,0.45,0.4,0.56,0.14,0.5,0,0.54,0.22,0
259,0.47,0.47,0.58,0.16,0.5,0,0.49,0.28,0
260,0.41,0.39,0.51,0.52,0.5,0,0.49,0.22,0
261,0.37,0.34,0.32,0.22,0.5,0,0.56,0.22,1
262,0.69,0.6,0.5,0.31,0.5,0,0.55,0.22,0
263,0.84,0.66,0.36,0.78,0.5,0,0.49,0.5,0
264,0.37,0.43,0.62,0.27,0.5,0,0.48,0.22,0
265,0.55,0.66,0.57,0.32,0.5,0,0.57,0.34,0
266,0.48,0.35,0.42,0.21,0.5,0,0.57,0.22,0
267,0.62,0.58,0.52,0.15,0.5,0,0.52,0.29,0
268,0.56,0.59,0.53,0.16,0.5,0,0.24,0.42,0
269,0.44,0.51,0.37,0.15,0.5,0,0.51,0.22,1
270,0.44,0.44,0.49,0.15,0.5,0,0.46,0.27,0
271,0.6,0.6,0.49,0.3,0.5,0,0.53,0.22,0
272,0.49,0.46,0.34,0.21,0.5,0,0.55,0.22,1
273,0.35,0.68,0.57,0.4,0.5,0,0.53,0.36,0
274,0.7,0.69,0.43,0.33,0.5,0,0.58,0.22,0
275,0.23,0.3,0.58,0.22,0.5,0,0.48,0.27,0
276,0.51,0.35,0.46,0.15,0.5,0,0.51,0.42,0
277,0.32,0.38,0.52,0.2,0.5,0,0.52,0.28,0
278,0.59,0.65,0.52,0.3,0.5,0,0.46,0.31,0
279,0.41,0.52,0.41,0.11,0.5,0,0.54,0.35,0
280,0.37,0.33,0.5,0.12,0.5,0,0.51,0.54,0
281,0.45,0.56,0.49,0.17,0.5,0,0.52,0.22,0
282,0.56,0.54,0.59,0.14,0.5,0,0.52,0.27,0
283,0.31,0.31,0.54,0.18,0.5,0,0.52,0.29,0
284,0.54,0.56,0.57,0.18,0.5,0,0.45,0.25,0
285,0.17,0.38,0.45,0.09,0.5,0,0.54,0.27,0
286,0.43,0.51,0.54,0.15,0.5,0,0.45,0.26,0
287,0.6,0.4,0.59,0.18,0.5,0,0.48,0.22,0
288,0.91,0.69,0.57,0.45,0.5,0,0.56,0.22,0
289,0.38,0.47,0.53,0.12,0.5,0,0.48,0.22,0
290,0.59,0.43,0.52,0.19,0.5,0,0.55,0.27,0
291,0.64,0.53,0.45,0.13,0.5,0,0.53,0.22,0
292,0.52,0.51,0.51,0.12,0.5,0,0.51,0.4,0
293,0.49,0.43,0.48,0.15,0.5,0,0.55,0.25,0
294,0.49,0.47,0.52,0.16,0.5,0,0.53,0.28,0
295,0.48,0.39,0.49,0.18,0.5,0,0.51,0.22,0
296,0.44,0.34,0.55,0.18,0.5,0,0.52,0.22,0
297,0.43,0.54,0.58,0.16,0.5,0,0.5,0.36,0
298,0.2,0.34,0.33,0.1,0.5,0,0.48,0.31,1
299,0.3,0.5,0.47,0.11,0.5,0,0.46,0.22,0
300,0.31,0.45,0.5,0.17,0.5,0,0.49,0.22,0
301,0.55,0.41,0.56,0.21,0.5,0,0.52,0.22,0
302,0.4,0.34,0.52,0.17,0.5,0,0.47,0.51,0
303,0.4,0.48,0.5,0.17,0.5,0,0.54,0.5,0
304,0.58,0.48,0.56,0.1,0.5,0,0.46,0.25,0
305,0.58,0.48,0.56,0.12,0.5,0,0.46,0.25,0
306,0.58,0.41,0.51,0.26,0.5,0,0.51,0.37,0
307,0.41,0.6,0.53,0.29,0.5,0,0.47,0.43,0
308,0.69,0.5,0.49,0.42,0.5,0,0.49,0.22,0
309,0.6,0.48,0.44,0.52,0.5,0,0.54,0.63,0
310,0.28,0.51,0.55,0.11,0.5,0,0.46,0.22,0
311,0.56,0.57,0.63,0.39,1,0,0.59,0.4,0
312,0.46,0.57,0.57,0.15,0.5,0,0.52,0.26,0
313,0.43,0.42,0.54,0.22,0.5,0,0.57,0.33,0
314,0.48,0.34,0.47,0.14,0.5,0,0.47,0.26,0
315,0.35,0.4,0.53,0.18,0.5,0,0.42,0.38,0
316,0.47,0.45,0.53,0.62,0.5,0,0.46,0.22,0
317,0.53,0.43,0.47,0.15,0.5,0,0.58,0.22,0
318,0.44,0.42,0.62,0.14,0.5,0,0.55,0.37,0
319,0.37,0.34,0.58,0.24,0.5,0,0.44,0.18,0
320,0.37,0.34,0.58,0.24,0.5,0,0.44,0.18,0
321,0.39,0.39,0.55,0.52,0.5,0,0.37,0.16,0
322,0.39,0.39,0.55,0.52,0.5,0,0.37,0.16,0
323,0.48,0.46,0.38,0.29,0.5,0,0.53,0.22,1
324,0.48,0.57,0.5,0.09,0.5,0,0.52,0.42,0
325,0.61,0.57,0.45,0.21,0.5,0,0.5,0.42,0
326,0.51,0.63,0.3,0.35,0.5,0,0.53,0.27,1
327,0.53,0.68,0.34,0.42,0.5,0,0.54,0.27,1
328,0.37,0.22,0.64,0.35,0.5,0,0.47,0.22,0
329,0.51,0.48,0.58,0.22,0.5,0,0.5,0.28,0
330,0.49,0.37,0.59,0.17,0.5,0,0.51,0.22,0
331,0.51,0.48,0.58,0.22,0.5,0,0.5,0.28,0
332,0.53,0.53,0.53,0.17,0.5,0,0.49,0.37,0
333,0.29,0.68,0.47,0.26,0.5,0,0.47,0.37,0
334,0.5,0.45,0.49,0.15,0.5,0,0.55,0.43,0
335,0.33,0.28,0.31,0.24,0.5,0,0.53,0.22,1
336,0.85,0.85,0.3,0.31,0.5,0,0.55,0.42,0
337,0.43,0.39,0.51,0.28,0.5,0,0.4,0.22,0
338,0.34,0.35,0.61,0.19,0.5,0,0.52,0.25,0
339,0.55,0.53,0.56,0.29,0.5,0,0.48,0.22,0
340,0.37,0.62,0.34,0.25,0.5,0,0.51,0.22,1
341,0.45,0.56,0.51,0.64,0.5,0,0.54,0.22,0
342,0.38,0.46,0.52,0.75,0.5,0,0.5,0.26,0
343,0.61,0.54,0.49,0.19,0.5,0,0.54,0.47,0
344,0.44,0.53,0.52,0.37,0.5,0,0.5,0.22,0
345,0.44,0.53,0.52,0.37,0.5,0,0.5,0.22,0
346,0.32,0.34,0.61,0.17,0.5,0,0.52,0.32,0
347,0.34,0.34,0.61,0.18,0.5,0,0.52,0.32,0
348,0.51,0.68,0.49,0.59,0.5,0,0.54,0.27,0
349,0.41,0.3,0.49,0.28,0.5,0,0.54,0.22,0
350,0.41,0.43,0.5,0.28,0.5,0,0.5,0.22,0
351,0.3,0.5,0.34,0.26,0.5,0,0.51,0.22,1
352,0.49,0.4,0.34,0.26,0.5,0,0.5,0.22,1
353,0.34,0.4,0.3,0.23,0.5,0,0.51,0.22,1
354,0.43,0.44,0.3,0.18,0.5,0,0.51,0.22,1
355,0.45,0.57,0.3,0.17,0.5,0,0.51,0.22,1
356,0.42,0.44,0.33,0.17,0.5,0,0.54,0.27,1
357,0.52,0.5,0.53,0.1,0.5,0,0.48,0.22,0
358,0.53,0.56,0.49,0.46,0.5,0,0.52,0.22,0
359,0.45,0.54,0.54,0.62,0.5,0,0.53,0.22,0
360,0.51,0.43,0.63,0.18,0.5,0,0.52,0.22,0
361,0.51,0.52,0.48,0.5,0.5,0,0.51,0.22,0
362,0.55,0.49,0.5,0.46,0.5,0,0.52,0.25,0
363,0.5,0.46,0.52,0.16,0.5,0,0.52,0.26,0
364,0.5,0.53,0.45,0.44,0.5,0,0.49,0.22,0
365,0.45,0.59,0.53,0.74,0.5,0,0.47,0.25,0
366,0.57,0.61,0.55,0.67,0.5,0,0.48,0.22,0
367,0.54,0.45,0.62,0.13,0.5,0,0.52,0.26,0
368,0.47,0.63,0.66,0.45,0.5,0,0.37,0.11,0
369,0.51,0.34,0.43,0.18,0.5,0,0.48,0.25,0
370,0.56,0.45,0.59,0.14,0.5,0,0.51,0.26,0
371,0.45,0.38,0.59,0.18,0.5,0,0.44,0.45,0
372,0.43,0.51,0.6,0.25,0.5,0,0.55,0.22,0
373,0.47,0.59,0.43,0.13,0.5,0,0.56,0.3,1
374,0.4,0.45,0.42,0.17,0.5,0,0.54,0.26,1
375,0.89,0.81,0.36,0.71,0.5,0,0.55,0.63,0
376,0.58,0.55,0.52,0.22,0.5,0,0.44,0.22,0
377,0.59,0.57,0.46,0.14,0.5,0,0.52,0.22,0
378,0.49,0.41,0.32,0.21,0.5,0,0.5,0.32,1
379,0.5,0.46,0.42,0.32,0.5,0,0.56,0.55,1
380,0.68,0.5,0.43,0.27,0.5,0,0.61,0.22,0
381,0.46,0.41,0.5,0.44,0.5,0,0.53,0.22,0
382,0.32,0.36,0.34,0.19,0.5,0,0.55,0.26,1
383,0.4,0.51,0.42,0.13,0.5,0,0.45,0.25,1
384,0.65,0.61,0.39,0.3,0.5,0,0.57,0.28,1
385,0.47,0.43,0.35,0.32,0.5,0,0.54,0.22,1
386,0.42,0.25,0.6,0.14,0.5,0,0.45,0.22,0
387,0.23,0.34,0.41,0.28,0.5,0,0.5,0.27,0
388,0.34,0.31,0.6,0.37,0.5,0,0.5,0.3,0
389,0.67,0.63,0.34,0.41,0.5,0,0.6,0.33,0
390,0.54,0.51,0.54,0.52,0.5,0,0.47,0.25,0
391,0.53,0.5,0.54,0.56,0.5,0,0.49,0.41,0
392,0.84,0.63,0.38,0.23,0.5,0,0.53,0.22,0
393,0.89,0.77,0.36,0.34,0.5,0,0.44,0.22,0
394,0.36,0.35,0.47,0.22,0.5,0,0.44,0.31,1
395,0.57,0.49,0.48,0.16,0.5,0,0.51,0.22,0
396,0.43,0.52,0.53,0.52,1,0,0.49,0.22,0
397,0.38,0.49,0.54,1,0.5,0,0.5,0.27,0
398,0.43,0.32,0.56,0.27,0.5,0,0.47,0.27,0
399,0.27,0.56,0.56,0.18,0.5,0,0.52,0.22,0
400,0.89,0.82,0.6,0.49,0.5,0,0.55,0.22,0
401,0.86,0.92,0.5,0.37,1,0,0.53,0.32,0
402,0.37,0.55,0.29,0.32,0.5,0,0.51,0.22,1
403,0.87,0.83,0.57,0.36,0.5,0,0.36,0.22,0
404,0.52,0.48,0.54,0.28,0.5,0,0.54,0.22,0
405,0.76,0.74,0.56,0.34,0.5,0,0.51,0.3,0
406,0.58,0.76,0.4,0.37,0.5,0,0.54,0.3,0
407,0.94,0.6,0.33,0.49,0.5,0,0.54,0.22,0
408,0.42,0.51,0.39,0.22,0.5,0,0.49,0.26,1
409,0.52,0.48,0.58,0.55,0.5,0,0.48,0.22,0
